last_name|cited_name|artwork_genre|title|artist|creation_date|nationality|index|museum
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|890|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|891|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|892|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|893|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|894|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|895|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|896|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|897|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|898|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|899|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|900|Carnegie Museum of Art
Höller|Höller, Carsten|prints|Mushroom Print|Carsten Höller|2004|Belgian|901|Carnegie Museum of Art
Rowlandson|Rowlandson, Thomas|drawings and watercolors|The Horse Laugh|Thomas Rowlandson|c. 1825|British|923|Carnegie Museum of Art
Waldmüller|Waldmüller, Ferdinand Georg|paintings|An African|Ferdinand Georg Waldmüller|1833|Austrian|925|Carnegie Museum of Art
Holl|Holl, Steven|drawings and watercolors|Drawings for Oceanic House, Kauai, Hawaii|Steven Holl|2001|American|926|Carnegie Museum of Art
Holl|Holl, Steven|drawings and watercolors|Drawings for Oceanic House, Kauai, Hawaii|Steven Holl|2001|American|927|Carnegie Museum of Art
Holl|Holl, Steven|drawings and watercolors|Drawings for Oceanic House, Kauai, Hawaii|Steven Holl|2001|American|928|Carnegie Museum of Art
Crumb|Crumb, Robert|drawings and watercolors|Untitled (Carnegie International poster)|Robert Crumb|2004|American|930|Carnegie Museum of Art
Buhot|Buhot, Félix Hilaire|prints|Convoi funèbre au Boulevard de Clichy (Funeral Procession on Boulevard de Clichy)|Félix Hilaire Buhot|1887|French|932|Carnegie Museum of Art
Owens|Owens, Laura|prints|Untitled|Laura Owens|2004|American|933|Carnegie Museum of Art
Shepler|Shepler, Martha F.|prints|Fan of Many Colors|Martha Fairchils Shepler|20th century|American|934|Carnegie Museum of Art
Boyce|Boyce, Martin|sculpture|We Are Outside|Martin Boyce|2003|British|935|Carnegie Museum of Art
Donnelly|Donnelly, Trisha|drawings and watercolors|Sea Battles|Trisha Donnelly|2001|American|936|Carnegie Museum of Art
Bol|Bol, Ferdinand|prints|The Woman with the Pear|Ferdinand Bol|1651|Dutch|938|Carnegie Museum of Art
Root|Root, Ruth|paintings|Untitled|Ruth Root|2003|American|939|Carnegie Museum of Art
Accardi|Accardi, Carla|prints|Utopia Station Poster no. 031|Carla Accardi|2003|Italian|942|Carnegie Museum of Art
Acconci|Acconci, Vito|prints|Utopia Station Poster no. 058|Vito Acconci|2003|American|943|Carnegie Museum of Art
Baldessari|Baldessari, John|prints|Utopia Station Poster no. 004|John Baldessari|2003|American|944|Carnegie Museum of Art
Bayrle|Bayrle, Thomas|prints|Utopia Station Poster no. 034|Thomas Bayrle|2003|British|945|Carnegie Museum of Art
Birnbaum|Birnbaum, Dara|prints|Utopia Station Poster no. 035|Dara Birnbaum|2003|American|946|Carnegie Museum of Art
Bock|Bock, John|prints|Utopia Station Poster no. 036|John Bock|2003|German|947|Carnegie Museum of Art
Bourgeois|Bourgeois, Louise|prints|Utopia Station Poster no. 055|Louise Bourgeois|2003|French|948|Carnegie Museum of Art
Deller|Deller, Jeremy|prints|Utopia Station Poster no. 057|Jeremy Deller|2003|English|949|Carnegie Museum of Art
Donnelly|Donnelly, Trisha|prints|Utopia Station Poster no. 043|Trisha Donnelly|2003|American|950|Carnegie Museum of Art
Durham|Durham, Jimmie|prints|Utopia Station Poster no. 044|Jimmie Durham|2003|American|951|Carnegie Museum of Art
Fischli|Fischli & Weiss|prints|Utopia Station Poster no. 153|Fischli & Weiss|2003|Swiss|952|Carnegie Museum of Art
Feldmann|Feldmann, Hans Peter|prints|Utopia Station Poster no. 046|Hans P. Feldmann|2003|German|953|Carnegie Museum of Art
Friedman|Friedman, Yona|prints|Utopia Station Poster no. 185|Yona Friedman|2003|French|954|Carnegie Museum of Art
Friedman|Friedman, Yona|prints|Utopia Station Poster|Yona Friedman|2003|French|955|Carnegie Museum of Art
Genzken|Genzken, Isa|prints|Utopia Station Poster no. 049|Isa Genzken|2003|German|956|Carnegie Museum of Art
Golub|Golub, Leon A.|prints|Utopia Station Poster no. 012|Leon Albert Golub|2003|American|957|Carnegie Museum of Art
Julien|Julien, Isaac|prints|Utopia Station Poster no. 069|Isaac Julien|2003|British|958|Carnegie Museum of Art
Kroll|Kroll, Lucien|prints|Utopia Station Poster no. 088|Lucien Kroll|2003|Belgian|959|Carnegie Museum of Art
Lavier|Lavier, Bertrand|prints|Utopia Station Poster no. 090|Bertrand Lavier|2003|French|960|Carnegie Museum of Art
Mekas.|Mekas. Jonas|prints|Utopia Station Poster no. 076|Jonas Mekas|2003|American|961|Carnegie Museum of Art
Messager|Messager, Annette|prints|Utopia Station Poster no. 003|Annette Messager|2003|French|962|Carnegie Museum of Art
Parent|Parent, Claude|prints|Utopia Station Poster no. 084|Claude Parent|2003|French|963|Carnegie Museum of Art
Peyton|Peyton, Elizabeth|prints|Utopia Station Poster no. 086|Elizabeth Peyton|2003|American|964|Carnegie Museum of Art
Roche|Roche, François|prints|Utopia Station Poster no. 098|François Roche|2003|French|965|Carnegie Museum of Art
Ruscha|Ruscha, Edward|prints|Utopia Station Poster no. 124|Edward Ruscha|2003|American|966|Carnegie Museum of Art
Sala|Sala, Anri|prints|Utopia Station Poster no. 147|Anri Sala|2003|Albanian|967|Carnegie Museum of Art
Spero|Spero, Nancy|prints|Utopia Station Poster no. 108|Nancy Spero|2003|American|968|Carnegie Museum of Art
Tiravanija|Tiravanija, Rirkrit|prints|Utopia Station Poster no. 091|Rirkrit Tiravanija|2003|Thai|969|Carnegie Museum of Art
Weiner|Weiner, Lawrence|prints|Utopia Station Poster no. 011|Lawrence Weiner|2003|American|970|Carnegie Museum of Art
Willats|Willats, Stephen|prints|Utopia Station Poster|Stephen Willats|2003|British|971|Carnegie Museum of Art
Yang|Yang Fudong|prints|Utopia Station Poster no. 048|Yang Fudong|2003|Chinese|972|Carnegie Museum of Art
West|West, Franz|prints|Utopia Station Poster no. 116|Franz West|2003|Austrian|973|Carnegie Museum of Art
Zittel|Zittel, Andrea|prints|Utopia Station Poster no. 120|Andrea Zittel|2003|American|974|Carnegie Museum of Art
Carpeaux|Carpeaux, Jean-Baptiste|sculpture|Bust of Pierre Alfred Chardon-Lagache|Jean-Baptiste Carpeaux|1872-1873|French|980|Carnegie Museum of Art
Salamanca|Salamanca, Antonio|prints|Design for a candlestick|Antonio Salamanca|c. 1540|Italian|989|Carnegie Museum of Art
Salamanca|Salamanca, Antonio|prints|Design for a candlestick|Antonio Salamanca|c. 1540|Italian|990|Carnegie Museum of Art
Kushner|Kushner, Robert|paintings|Winter Bouquet|Robert Kushner|1992|American|994|Carnegie Museum of Art
Kushner|Kushner, Robert|paintings|Virbirnum Bouquet|Robert Kushner|1997|American|995|Carnegie Museum of Art
Nevelson|Nevelson, Louise|drawings and watercolors|Untitled (Torso)|Louise Nevelson|1932|American|1014|Carnegie Museum of Art
De Kooning|De Kooning, Willem|drawings and watercolors|Untitled Woman|Willem De Kooning|1951|American|1015|Carnegie Museum of Art
Alechinsky|Alechinsky, Pierre|prints|Untitled|Pierre Alechinsky|c. 1970|Belgian|1016|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (industrial landscape with two people walking down hill)|Hew Charles Torrance|c. 1912|American|1017|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (industrial landscape with black smoke)|Hew Charles Torrance|c. 1912|American|1018|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (industrial landscape with smoke, bridge and river)|Hew Charles Torrance|c. 1912|American|1019|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (industrial landscape)|Hew Charles Torrance|c. 1912|American|1020|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (industrial landscape)|Hew Charles Torrance|c. 1912|American|1021|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (industrial scene)|Hew Charles Torrance|c. 1912|American|1022|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (railroad station with white smoke)|Hew Charles Torrance|c. 1912|American|1023|Carnegie Museum of Art
Torrance|Torrance, Hew C.|prints|Untitled (seascape)|Hew Charles Torrance|c. 1912|American|1024|Carnegie Museum of Art
Rauch|Rauch, Neo|paintings|Rückkehr|Neo Rauch|2004|German|1025|Carnegie Museum of Art
Wheeler|Wheeler, Steve|prints|Peg Taking a Drag|Steve Wheeler|1947|American|1026|Carnegie Museum of Art
Rowlandson|Rowlandson, Thomas|prints|Outlines of Figures, Landscape, & Cattle, etched by T. Rowlandson, for the use of learners|Thomas Rowlandson|1790-1792|British|1052|Carnegie Museum of Art
Wool|Wool, Christopher|prints|Untitled|Christopher Wool|2004|American|1053|Carnegie Museum of Art
Bellange|Bellange, Jacques|prints|The Martyrdom of Saint Lucy|Jacques Bellange|after 1613|French|1062|Carnegie Museum of Art
Le Va|Le Va, Barry|sculpture|On Corner - On Edge - On Center Shatter (Within the Series of Layered Pattern Acts)|Barry Le Va|1968-1971|American|1090|Carnegie Museum of Art
Holzer|Holzer, Jenny|sculpture|Survival: When there's no safe place to sleep...|Jenny Holzer|1983-1985|American|1091|Carnegie Museum of Art
Smith|Smith, David|drawings and watercolors|Untitled|David Smith|1961|American|1092|Carnegie Museum of Art
Woods|Woods, Lebbeus|drawings and watercolors|World Center project, New York: Hudson River perspective (recto); The Museum (verso)|Lebbeus Woods|2002|American|1093|Carnegie Museum of Art
Bock|Bock, John|drawings and watercolors|Untitled|John Bock|2005|German|1094|Carnegie Museum of Art
Bock|Bock, John|drawings and watercolors|Untitled (H. Miller + C. Dutrel)|John Bock|2005|German|1095|Carnegie Museum of Art
Bock|Bock, John|drawings and watercolors|Untitled|John Bock|2005|German|1096|Carnegie Museum of Art
Bock|Bock, John|drawings and watercolors|Untitled|John Bock|2005|German|1097|Carnegie Museum of Art
Bock|Bock, John|drawings and watercolors|Untitled|John Bock|2005|German|1098|Carnegie Museum of Art
Qualters|Qualters, Robert|paintings|On the Corner of Craig and Forbes|Robert Qualters|2004|American|1099|Carnegie Museum of Art
Qualters|Qualters, Robert|prints|On the Corner of Craig and Forbes|Robert Qualters|2004|American|1100|Carnegie Museum of Art
Woods|Woods, Lebbeus|drawings and watercolors|World Center project, New York: Site Plan (recto); Street Grid (verso)|Lebbeus Woods|2002|American|1101|Carnegie Museum of Art
Woods|Woods, Lebbeus|drawings and watercolors|World Center project, New York: The Summit (recto); Street Perspective (verso)|Lebbeus Woods|2002|American|1102|Carnegie Museum of Art
Woods|Woods, Lebbeus|drawings and watercolors|World Center project, New York: Building Section|Lebbeus Woods|2002|American|1103|Carnegie Museum of Art
Woods|Woods, Lebbeus|drawings and watercolors|World Center project, New York: The Ascent (View A)|Lebbeus Woods|2002|American|1104|Carnegie Museum of Art
Woods|Woods, Lebbeus|drawings and watercolors|World Center project, New York: The Ascent (View B)|Lebbeus Woods|2002|American|1105|Carnegie Museum of Art
Polson|Polson, Steven|paintings|Portrait of Ellsworth Howard Brown|Steven Polson|2005|American|1109|Carnegie Museum of Art
Tiravanija|Tiravanija, Rirkrit|prints|Untitled 2005 (Rainbow Speech)|Rirkrit Tiravanija|2005|Thai|1115|Carnegie Museum of Art
Scharf|Scharf, William|paintings|Egg Echo|William Scharf|1986-1987|American|1116|Carnegie Museum of Art
Kane|Kane, John|paintings|Home Sweet Home|John Kane|c. 1915-1930|American|1117|Carnegie Museum of Art
Kane|Kane, John|paintings|On the Farm (recto); The Gettysburg Address (verso)|John Kane|Before 1931|American|1118|Carnegie Museum of Art
Cadmus|Cadmus, Paul|drawings and watercolors|Female Nude|Paul Cadmus|c. 1960-1970|American|1130|Carnegie Museum of Art
Wadsworth|Wadsworth, Edward Alexander|prints|The Open Window|Edward Alexander Wadsworth|c. 1914|British|1131|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|Swanston|John Wesley Beatty|c.1895 - 1910|American|1134|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|Ships Along Quay|John Wesley Beatty|c.1895 - 1910|American|1136|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|Two Men in a Field|John Wesley Beatty|no date|American|1139|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|Landscape with Winding Road and Two Houses|John Wesley Beatty|no date|American|1143|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|Rooftop with Smoking Chimney Over Crest of Hill|John Wesley Beatty|c.1895 - 1910|American|1145|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1152|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1153|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1154|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1155|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1156|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1157|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1158|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1159|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1160|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1161|Carnegie Museum of Art
Beatty|Beatty, John Wesley|prints|John|John Wesley Beatty|1897|American|1162|Carnegie Museum of Art
Webb|Webb, William J.|paintings|Twilight|William J. Webb|c. 1855|British|1171|Carnegie Museum of Art
Tuttle|Tuttle, Richard|prints|Green, No. 1 (dreams)|Richard Tuttle|2001|American|1174|Carnegie Museum of Art
Tuttle|Tuttle, Richard|prints|Green, No. 2 (jump)|Richard Tuttle|2001|American|1175|Carnegie Museum of Art
Tuttle|Tuttle, Richard|prints|Green, No. 3 (happy)|Richard Tuttle|2001|American|1176|Carnegie Museum of Art
Tuttle|Tuttle, Richard|prints|Green, No. 4 (joining)|Richard Tuttle|2001|American|1177|Carnegie Museum of Art
Tuttle|Tuttle, Richard|prints|Green, No. 5 (not dropping)|Richard Tuttle|2001|American|1178|Carnegie Museum of Art
Tuttle|Tuttle, Richard|prints|Green, No. 6 (cause)|Richard Tuttle|2001|American|1179|Carnegie Museum of Art
Tuttle|Tuttle, Richard|prints|Green, No. 7 (absence)|Richard Tuttle|2001|American|1180|Carnegie Museum of Art
Pissarro|Pissarro, Camille|prints|The Market at Gisors, Cappeville Road (Marché de Gisors, Rue Cappeville)|Camille Pissarro|1894-1895|French|1181|Carnegie Museum of Art
Schnitger|Schnitger, Lara|sculpture|Tutti Fruity|Lara Schnitger|2005|Dutch|1191|Carnegie Museum of Art
Dantan|Dantan, Jean-Pierre|sculpture|Gioacchino Rossini|Jean-Pierre Dantan|1862|French|1196|Carnegie Museum of Art
Sutton|Sutton, Rachel M.|paintings|Woodstock #4|Rachel Sutton|c. 1916-1920|American|1198|Carnegie Museum of Art
Sutton|Sutton, Rachel M.|paintings|Summer Day|Rachel Sutton|1920s|American|1199|Carnegie Museum of Art
Sutton|Sutton, Rachel M.|paintings|Wash Day in the Carolinas|Rachel Sutton|1934|American|1200|Carnegie Museum of Art
Draper|Draper, William Franklin|paintings|Portrait of Robert Wilburn|William Franklin Draper|1992|American|1201|Carnegie Museum of Art
Ortega|Ortega, Damián|sculpture|Auto construccion (Auto Construction), Caja de velocidades (Gear Box)|Damián Ortega|2005|Mexican|1202|Carnegie Museum of Art
Pendleton|Pendleton, Adam|paintings|History (Nostalgia Red)|Adam Pendleton|2005|American|1206|Carnegie Museum of Art
Pendleton|Pendleton, Adam|paintings|History (Lab 1964 Grey)|Adam Pendleton|2005|American|1207|Carnegie Museum of Art
Pendleton|Pendleton, Adam|paintings|History (So I Yellow)|Adam Pendleton|2005|American|1208|Carnegie Museum of Art
Pendleton|Pendleton, Adam|paintings|History (KKK White)|Adam Pendleton|2005|American|1209|Carnegie Museum of Art
Lissitzky|Lissitzky, El|prints|"Plan for the Layout of the Soviet Pavilion at the ""Pressa"" Exhibition, Köln"|El Lissitzky|1928|Russian|1214|Carnegie Museum of Art
Lazzell|Lazzell, Blanche|prints|Red Petunias|Blanche Lazzell|1940|American|1217|Carnegie Museum of Art
Davis|Davis, Stuart|prints|Study for a Drawing|Stuart Davis|1955|American|1218|Carnegie Museum of Art
Chihuly|Chihuly, Dale|sculpture|Venetian with Putti|Dale Chihuly|1993|American|1219|Carnegie Museum of Art
Rowlandson|Rowlandson, Thomas|prints|Outlines of Figures, Landscape, & Cattle, etched by T. Rowlandson, for the use of learners|Thomas Rowlandson|1790-1792|British|1220|Carnegie Museum of Art
Rowlandson|Rowlandson, Thomas|prints|Outlines of Figures, Landscape, & Cattle, etched by T. Rowlandson, for the use of learners|Thomas Rowlandson|1790-1792|British|1221|Carnegie Museum of Art
Rowlandson|Rowlandson, Thomas|prints|Outlines of Figures, Landscape, & Cattle, etched by T. Rowlandson, for the use of learners|Thomas Rowlandson|1790-1792|British|1222|Carnegie Museum of Art
Zynsky|Zynsky, Toots|sculpture|Gioioso Serena|Toots Zynsky|2000|American|1224|Carnegie Museum of Art
Lanyon|Lanyon, Peter|drawings and watercolors|Caravan Camp|Peter Lanyon|1964|English|1225|Carnegie Museum of Art
Pettibon|Pettibon, Raymond|drawings and watercolors|No Title (Seeing it Wasn't)|Raymond Pettibon|2005|American|1226|Carnegie Museum of Art
Williams|Williams, Fred|drawings and watercolors|Broken Hill|Fred Williams|no date|Australian|1230|Carnegie Museum of Art
Nolan|Nolan, Sidney|paintings|Leda and the Swan|Sidney Nolan|c. 1969|Australian|1231|Carnegie Museum of Art
Mehretu|Mehretu, Julie|prints|Landscape Allegories|Julie Mehretu|2004|American|1236|Carnegie Museum of Art
