last_name,cited_name,classification,title,full_name,creation_date,nationality,index
Smith,"Smith, Arthur",drawings and watercolors,Suburb; [bird's-eye perspective],Arthur Smith,c. 1900,English,27522
Smith,"Smith, Arthur",drawings and watercolors,Suburb; [exterior perspective],Arthur Smith,c. 1900,English,27523
Walcot,"Walcot, William",drawings and watercolors,Architectural Fantasy,William Walcot,1936,English,27524
W.A.P.,W.A.P.,drawings and watercolors,"House of Homer Dodge Martin, St. Paul, MN; [exterior elevation]",W.A.P.,1882,American,27525
unknown,unknown,sculpture,"Award to McKim, Meade & White for architectural drawings. Exhibition of 1895, Massachusetts Charitable Mechanic Association",unknown,1895,undetermined,27526
Le Sidaner,"Le Sidaner, Henri",paintings,The House of Gerberoy: Evening,Henri Le Sidaner,c. 1930,French,27529
Dupas,"Dupas, Jean-Théodore",sculpture,Chariot of Aurora,Jean-Théodore Dupas,1935,French,27530
Harrison,Harrison and Abramovitz (With W. Y. Cocken),drawings and watercolors,"Office Building; Three Mellon Bank Center, Pittsburgh, PA; [exterior perspective]",Harrison and Abramovitz (With W. Y. Cocken),1952,American,27559
Janssen,Janssen and Cocken,drawings and watercolors,"Research Building; Mellon Institute, Carnegie Mellon University, Pittsburgh, Pennsylvania; [exterior perspective]",Janssen and Cocken,1931-1937,American,27560
Janssen,Janssen and Cocken,drawings and watercolors,"Design for a Country House, Pittsburgh, Pennsylvania; [exterior perspective]",Janssen and Cocken,1933,American,27561
Cocken,"Cocken, William Y.",drawings and watercolors,"Rockwell Hall, Duquesne University, Pittsburgh, PA; [exterior perspective]",William Y. Cocken,c. 1950,American,27562
Jones,"Jones, D. R.",drawings and watercolors,The Franklin Elementary School,D. Roderick Jones,1956,American,27563
Wickerham,"Wickerham, Adam G.",drawings and watercolors,House for the Right Reverend Vasil Takach; [exterior perspective],Adam G. Wickerham,c. 1925,American,27564
Benglis,"Benglis, Lynda",sculpture,Chuck,Lynda Benglis,1975,American,27573
Olitski,"Olitski, Jules",paintings,Rose of Sharon,Jules Olitski,1975,American,27574
Winsor,"Winsor, Jackie",sculpture,Nail Piece,Jackie Winsor,1970,American,27575
Leibowitz,"Leibowitz, Leonard",prints,Bob Labobgah,Leonard Leibowitz,1994,American,27576
Leibowitz,"Leibowitz, Leonard",prints,Memories of Childhood,Leonard Leibowitz,1992,American,27577
Leibowitz,"Leibowitz, Leonard",prints,To Forget the Extermination is Part of the Extermination Itself,Leonard Leibowitz,1994,American,27578
Lee,"Lee, Edward B.",drawings and watercolors,"English Parish Church: Plan, Side Elevation, Transverse Section",Edward Brown Lee,c. 1899,American,27589
Lee,"Lee, Edward B.",drawings and watercolors,"University; Harvard Business School Competition, Cambridge, MA; [bird's-eye perspective]",Edward Brown Lee,1923,American,27590
Lee,"Lee, Edward B.",drawings and watercolors,"University; Harvard Business School Competition, Cambridge, MA; [site plan]",Edward Brown Lee,1923,American,27591
Lee,"Lee, Edward B.",drawings and watercolors,"University; Harvard Business School Competition, Cambridge, MA; [exterior elevation, floor plan]",Edward Brown Lee,1923,American,27592
Lee,"Lee, Edward B.",drawings and watercolors,"University; Harvard Business School Competition, Cambridge, MA; [floor plans]",Edward Brown Lee,1923,American,27593
Wool,"Wool, Christopher",paintings,Untitled,Christopher Wool,1993,American,27594
Held,"Held, Al",paintings,Siena III,Al Held,1992,American,27601
Neureuther,"Neureuther, Eugene N.",prints,Dornroslein (Sleeping Beauty),Eugene Napoleon Neureuther,1836,German,27602
Schulten,"Schulten, Arnold",drawings and watercolors,Landscape,Arnold Schulten,1838,German,27604
Bayley,Bayley and Goodrich,drawings and watercolors,"Commercial Building, Hartford, CT; [exterior perspective]",Bayley and Goodrich,,American,27606
Dana,"Dana, Richard H.",drawings and watercolors,"Society's Building for Society of Colonial Dames, Wethersfield, CT; [exterior perspective]",Richard Henry Dana,1930,American,27607
Dana,"Dana, Richard H.",drawings and watercolors,"Tavern; ""Old Marlborough Tavern""; [exterior perspective]",Richard Henry Dana,1932,American,27608
unknown,unknown French,drawings and watercolors,"Garden, Switzerland; [bird's-eye perspective]",unknown French,19th century,French,27609
unknown,unknown French,drawings and watercolors,Garden; [bird's-eye perspective],unknown French,19th century,French,27610
unknown,unknown French,drawings and watercolors,Garden; [exterior perspective],unknown French,19th century,French,27611
unknown,unknown French,drawings and watercolors,Greenhouse; [bird's-eye perspective],unknown French,19th century,French,27612
unknown,unknown French,drawings and watercolors,Garden; [exterior perspective],unknown French,19th century,French,27613
unknown,unknown French,drawings and watercolors,Garden; [exterior perspective],unknown French,19th century,French,27614
Furness,"Furness, Frank",drawings and watercolors,"Railway Building; Railroad Watchman's Box for the Pennsylvania Railroad; [exterior elevations, floor plans and detail drawings]",Frank Furness,1882,American,27615
Inwood,"Inwood, William",drawings and watercolors,"Church; All Saints Church, London, England; [exterior elevation]",William Inwood,1839,English,27616
Inwood,"Inwood, William",drawings and watercolors,"Church; All Saints Church, London, England; [exterior elevation]",William Inwood,1839,English,27617
Keach,"Keach, Leon",drawings and watercolors,"Submission to Pencil Points - Portland Cement Association ""Competition for a Firesafe House"" [detail drawing, exterior elevations, exterior perspective, floor plans, site plan]",Leon Keach,1936,American,27618
Le Brun,"Le Brun, Napoleon",drawings and watercolors,Museum of Art and Architecture; [exterior elevation],Napoleon Le Brun,,American,27619
Oud,"Oud, J. J.",drawings and watercolors,Apartment House; Apartment House for Three Families; [bird's-eye axonometric sketches],J. J. P. Oud,1928,Dutch,27620
Pearson,"Pearson, Walter",drawings and watercolors,Unidentified Building; [exterior perspective],Walter Pearson,1851,undetermined,27621
Post,"Post, George B.",drawings and watercolors,"Office Building for the Mutual Benefit Life Insurance Company, Newark, NJ; [exterior perspective]",George Browne Post,1904,American,27622
Paschke,"Paschke, Ed",paintings,Ecriteau,Ed Paschke,1993,American,27623
Post,"Post, George Browne and Sons",drawings and watercolors,"Hotel Statler, Detroit, MI; [exterior perspective]","Post, George Browne and Sons",1913,American,27624
Paschke,"Paschke, Ed",prints,Bad,Ed Paschke,1991,American,27625
Callot,"Callot, Jacques",prints,The Stag Hunt (La Grande Chasse),Jacques Callot,c. 1619,French,27627
Heeren,Heeren Bros. & Company,sculpture,"Commemorative Medal for the Centenary of the Bank of Pittsburgh, 1810-1910",Heeren Bros. & Company,1910,American,27632
Holden,"Holden, Stott and McCormick",drawings and watercolors,Row Houses; [bird's-eye perspective],"Holden, Stott and McCormick",1932,American,27633
Stott,"Stott, Robert D.",drawings and watercolors,"Church, Denmark; [exterior perspective]",Robert Doulton Stott,20th century,American,27634
Stott,"Stott, Robert D.",drawings and watercolors,Public Building; [exterior perspective],Robert Doulton Stott,20th century,American,27635
Gifford,"Gifford, Robert S.",prints,Near the Coast,Robert Swain Gifford,1885-1886,American,27640
Farber,"Farber, Manny",paintings,Endgame,Manny Farber,1992,American,27644
Motherwell,"Motherwell, Robert",paintings,Abstraction (Green Shape on Grey),Robert Motherwell,1946,American,27645
Motherwell,"Motherwell, Robert",paintings,Castile (Espana),Robert Motherwell,1952,American,27646
Zaugg,"Zaugg, Rémy",paintings,"A White Wall.A Floor.Four Walls, a Door......The World",Rémy Zaugg,1988/1994,Swiss,27647
Hoyle,"Hoyle, Wilfred",drawings and watercolors,"Inn; The Leather Bottle Inn; [exterior perspective, floor plan]",Wilfred Hoyle,1914,British,27651
Osterling,"Osterling, Frederick J.",drawings and watercolors,"Apartment House; Iroquois Apartments, Pittsburgh, PA; [exterior perspective]",Frederick J. Osterling,1901,American,27653
Walter,"Walter, T. U.",drawings and watercolors,"Church; Third Dutch Reformed Church, Philadelphia, PA; [exterior elevation]",T. U. Walter,1835,American,27654
Oakley,"Oakley, Thornton",drawings and watercolors,"Jones and Laughlin Steel Mill, Pittsburgh",Thornton Oakley,1913,American,27655
Rijn,"Rijn, Rembrandt Harmensz. van",prints,Old Man with a Divided Fur Cap,Rembrandt Harmensz. van Rijn,1640,Dutch,27660
Bendiner,"Bendiner, Alfred",drawings and watercolors,Gargoyle,Alfred Bendiner,,American,27661
Bendiner,"Bendiner, Alfred",drawings and watercolors,Chair; [sketch],Alfred Bendiner,,American,27662
Bendiner,"Bendiner, Alfred",drawings and watercolors,Chair; [sketches],Alfred Bendiner,,American,27663
Bendiner,"Bendiner, Alfred",drawings and watercolors,Chair; [sketch],Alfred Bendiner,,American,27664
Bendiner,"Bendiner, Alfred",prints,"IT Building, World's Fair, New York",Alfred Bendiner,1939,American,27665
Bendiner,"Bendiner, Alfred",prints,"IT Building, World's Fair, New York",Alfred Bendiner,1939,American,27666
Bendiner,"Bendiner, Alfred",prints,How Frank Lloyd Wright Got His Medal,Alfred Bendiner,,American,27667
Bendiner,"Bendiner, Alfred",prints,Soir,Alfred Bendiner,,American,27668
Bendiner,"Bendiner, Alfred",prints,Fishy Story,Alfred Bendiner,,American,27669
Bendiner,"Bendiner, Alfred",prints,Koussevitsky I,Alfred Bendiner,1942,American,27670
Bendiner,"Bendiner, Alfred",prints,Tally-Ho,Alfred Bendiner,,American,27671
Bendiner,"Bendiner, Alfred",drawings and watercolors,Bendiner's Philadelphia - Study for Philadelphia Saving Fund Society,Alfred Bendiner,,American,27672
Bendiner,"Bendiner, Alfred",drawings and watercolors,Hotel Cristina,Alfred Bendiner,,American,27673
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricatures; [sketches],Alfred Bendiner,,American,27674
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27675
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27676
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27677
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27678
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27679
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27680
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27681
Bendiner,"Bendiner, Alfred",prints,Bella Napoli,Alfred Bendiner,,American,27682
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27683
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27684
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27685
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27686
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27687
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27688
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27689
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27690
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27691
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27692
Bendiner,"Bendiner, Alfred",prints,"Petit Conversation - ""Small Talk""",Alfred Bendiner,,American,27693
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27694
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27695
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27696
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27697
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27698
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27699
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27700
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27701
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27702
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27703
Bendiner,"Bendiner, Alfred",prints,Vespers,Alfred Bendiner,,American,27704
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27705
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27706
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27707
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27708
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27709
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27710
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27711
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27712
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27713
Bendiner,"Bendiner, Alfred",drawings and watercolors,Caricature; [sketch],Alfred Bendiner,,American,27714
Bendiner,"Bendiner, Alfred",drawings and watercolors,Smiling Man - profile,Alfred Bendiner,,American,27716
Bendiner,"Bendiner, Alfred",drawings and watercolors,Eva Le Galliene (caricature),Alfred Bendiner,,American,27717
Bendiner,"Bendiner, Alfred",prints,Voice of the Turtle,Alfred Bendiner,,American,27718
Bendiner,"Bendiner, Alfred",drawings and watercolors,Pencil sketch with paper scraps,Alfred Bendiner,,American,27719
Bendiner,"Bendiner, Alfred",prints,Francescatti,Alfred Bendiner,,American,27720
Bendiner,"Bendiner, Alfred",drawings and watercolors,At the Opera,Alfred Bendiner,,American,27721
Bendiner,"Bendiner, Alfred",drawings and watercolors,Ladies of the Evening (and luncheon),Alfred Bendiner,,American,27722
unknown,unknown American,drawings and watercolors,Capitol; [exterior perspective],unknown American,c. 1925,American,27723
Purdy,"Purdy, Earl",prints,Hawaiian Spear Fisherman,Earl Purdy,c. 1926-1940,American,27727
Purdy,"Purdy, Earl",prints,Knockdown (Shackey Down),Earl Purdy,c. 1926-1940,American,27728
